,accommodates,price,guests_included,extra_people
773,3,379.0,4,50.00
774,6,350.0,2,25.00
775,4,119.0,1,0.00
776,4,32.0,2,10.00
777,1,17.0,1,0.00
778,2,40.0,1,0.00
779,2,90.0,2,20.00
780,2,60.0,1,0.00
781,2,65.0,1,0.00
782,3,68.0,2,20.00
783,4,99.0,4,0.00
784,2,75.0,1,10.00
785,3,75.0,2,0.00
786,4,115.0,1,0.00
787,2,74.0,1,4.00
788,1,35.0,1,20.00
789,2,13.0,1,4.00
790,2,65.0,1,0.00
791,4,97.0,1,0.00
792,4,130.0,1,15.00
793,4,125.0,1,0.00
794,2,60.0,1,0.00
795,6,79.0,5,15.00
796,2,60.0,1,0.00
797,3,60.0,1,0.00
798,3,75.0,1,0.00
799,1,25.0,1,25.00
800,2,40.0,1,0.00
801,1,40.0,1,0.00
802,3,75.0,1,0.00
803,4,110.0,2,0.00
804,6,50.0,2,30.00
805,4,50.0,2,10.00
806,4,80.0,2,12.00
807,2,40.0,1,0.00
808,5,100.0,2,0.00
809,2,100.0,1,0.00
810,2,45.0,1,15.00
811,2,60.0,1,0.00
812,3,80.0,1,25.00
813,3,35.0,1,20.00
814,2,35.0,1,0.00
815,2,30.0,1,0.00
816,3,115.0,3,25.00
817,4,65.0,2,12.00
818,2,95.0,2,10.00
819,8,230.0,1,0.00
820,2,79.0,2,30.00
821,2,35.0,1,0.00
822,4,195.0,1,0.00
823,4,150.0,1,0.00
824,2,20.0,1,20.00
825,2,35.0,1,0.00
826,5,133.0,1,0.00
827,2,55.0,1,0.00
828,2,55.0,1,0.00
829,3,55.0,2,10.00
830,2,75.0,1,0.00
831,2,40.0,2,10.00
832,3,222.0,1,0.00
833,4,69.0,1,0.00
834,4,90.0,1,10.00
835,4,99.0,1,15.00
836,5,130.0,5,20.00
837,3,54.0,2,10.00
838,2,60.0,1,0.00
839,2,35.0,1,0.00
840,2,50.0,1,0.00
841,6,80.0,2,10.00
842,7,150.0,4,25.00
843,3,45.0,1,20.00
844,2,47.0,1,0.00
845,2,44.0,1,0.00
846,2,60.0,1,0.00
847,2,50.0,1,0.00
848,2,35.0,1,10.00
849,7,75.0,4,15.00
850,4,69.0,2,0.00
851,6,99.0,4,0.00
852,7,139.0,1,0.00
853,6,99.0,4,0.00
854,4,99.0,4,0.00
855,2,50.0,1,0.00
856,2,55.0,3,0.00
857,4,125.0,2,25.00
858,2,50.0,1,0.00
859,6,140.0,1,0.00
860,2,70.0,2,0.00
861,3,95.0,1,0.00
862,4,60.0,2,10.00
863,4,94.0,1,0.00
864,4,94.0,1,0.00
865,4,99.0,1,0.00
866,4,99.0,1,0.00
867,4,94.0,1,0.00
868,4,94.0,1,0.00
869,4,94.0,1,0.00
870,2,59.0,1,0.00
871,4,94.0,1,0.00
872,2,38.0,1,12.00
873,4,79.0,2,15.00
874,3,30.0,1,15.00
875,2,25.0,1,0.00
876,2,50.0,2,10.00
877,1,25.0,1,0.00
878,6,190.0,4,20.00
879,3,60.0,1,0.00
880,2,59.0,1,0.00
881,2,90.0,1,0.00
882,4,80.0,1,0.00
883,2,50.0,1,0.00
884,1,29.0,1,0.00
885,4,27.0,1,0.00
886,4,40.0,2,15.00
887,5,150.0,1,0.00
888,8,435.0,8,100.00
889,2,30.0,1,0.00
890,3,79.0,3,20.00
891,2,100.0,1,0.00
892,4,105.0,4,0.00
893,6,115.0,2,15.00
894,2,40.0,2,15.00
895,2,90.0,1,60.00
896,2,90.0,1,0.00
897,4,58.0,2,0.00
898,2,90.0,1,0.00
899,2,28.0,1,5.00
900,2,50.0,2,30.00
901,3,120.0,1,0.00
902,4,115.0,2,15.00
903,1,28.0,1,0.00
904,2,63.0,1,0.00
905,2,85.0,1,0.00
906,2,70.0,1,0.00
907,2,50.0,1,0.00
908,4,60.0,1,0.00
909,2,54.0,1,0.00
910,3,40.0,1,0.00
911,2,93.0,1,0.00
912,1,25.0,1,0.00
913,2,80.0,1,20.00
914,4,75.0,2,12.00
915,2,22.0,1,0.00
916,2,40.0,1,10.00
917,2,40.0,1,10.00
918,2,30.0,1,0.00
919,7,90.0,3,8.00
920,2,69.0,1,0.00
921,4,95.0,2,10.00
922,5,87.0,4,40.00
923,3,100.0,2,0.00
924,4,60.0,1,0.00
925,4,78.0,1,0.00
926,2,65.0,1,0.00
927,4,100.0,1,0.00
928,3,30.0,1,0.00
929,5,70.0,2,10.00
930,2,60.0,1,0.00
931,2,55.0,1,0.00
932,2,130.0,2,30.00
933,6,120.0,1,0.00
934,2,55.0,1,0.00
935,2,49.0,2,30.00
936,2,65.0,1,0.00
937,2,59.0,1,4.00
938,3,25.0,1,12.00
939,2,80.0,1,0.00
940,2,60.0,1,0.00
941,3,35.0,1,15.00
942,4,75.0,1,0.00
943,4,90.0,2,25.00
944,4,59.0,2,10.00
945,6,100.0,1,0.00
946,3,50.0,2,15.00
947,4,59.0,2,18.00
948,2,60.0,1,0.00
949,2,35.0,1,10.00
950,2,30.0,1,0.00
951,4,160.0,1,0.00
952,1,25.0,1,0.00
953,2,45.0,1,0.00
954,2,150.0,1,0.00
955,5,99.0,1,0.00
956,2,120.0,1,0.00
957,2,130.0,1,0.00
958,2,20.0,1,0.00
959,3,120.0,1,0.00
960,2,69.0,1,0.00
961,6,300.0,4,15.00
962,3,69.0,1,15.00
963,3,35.0,1,0.00
964,3,22.0,1,12.00
965,3,77.0,2,8.00
966,4,115.0,2,0.00
967,3,75.0,1,0.00
968,3,65.0,1,15.00
969,2,45.0,1,0.00
970,5,99.0,4,20.00
971,2,130.0,2,35.00
972,2,150.0,1,0.00
973,4,27.0,1,15.00
974,3,70.0,1,0.00
975,3,135.0,2,25.00
976,2,59.0,1,0.00
977,3,35.0,3,50.00
978,16,550.0,1,0.00
979,4,75.0,1,10.00
980,2,135.0,2,25.00
981,2,65.0,1,0.00
982,4,39.0,1,0.00
983,10,49.0,1,0.00
984,4,150.0,1,0.00
985,3,60.0,1,20.00
986,2,99.0,1,0.00
987,3,40.0,2,20.00
988,2,60.0,2,0.00
989,1,35.0,1,5.00
990,2,100.0,1,0.00
991,5,75.0,2,25.00
992,2,75.0,1,0.00
993,2,65.0,1,0.00
994,6,125.0,4,50.00
995,2,20.0,1,15.00
996,8,65.0,1,0.00
997,6,100.0,1,0.00
998,4,63.0,2,18.00
999,2,135.0,1,0.00
1000,2,100.0,1,25.00
1001,4,165.0,2,15.00
1002,3,44.0,1,0.00
1003,2,95.0,1,0.00
1004,6,150.0,1,0.00
1005,4,56.0,2,15.00
1006,4,56.0,2,15.00
1007,3,85.0,2,25.00
1008,5,60.0,3,20.00
1009,2,31.0,1,20.00
1010,3,80.0,2,15.00
1011,2,49.0,1,0.00
1012,4,80.0,4,15.00
1013,1,60.0,1,0.00
1014,2,65.0,1,0.00
1015,2,50.0,1,0.00
1016,4,145.0,1,0.00
1017,4,85.0,2,20.00
1018,6,85.0,1,0.00
1019,4,190.0,4,50.00
1020,2,95.0,1,0.00
1021,5,75.0,1,0.00
1022,5,150.0,2,10.00
1023,2,55.0,1,10.00
1024,4,95.0,4,0.00
1025,2,40.0,2,20.00
1026,2,52.0,1,0.00
1027,2,53.0,1,0.00
1028,2,60.0,1,0.00
1029,6,185.0,2,40.00
1030,2,45.0,1,0.00
1031,3,10.0,1,0.00
1032,6,50.0,3,4.00
1033,6,45.0,1,25.00
1034,2,23.0,1,10.00
1035,2,62.0,1,0.00
1036,2,45.0,1,30.00
1037,4,74.0,2,12.00
1038,2,59.0,1,0.00
1039,4,95.0,2,18.00
1040,2,45.0,1,0.00
1041,2,65.0,1,10.00
1042,6,150.0,2,10.00
1043,2,75.0,1,0.00
1044,2,75.0,1,0.00
1045,4,65.0,2,20.00
1046,4,96.0,2,16.00
1047,2,60.0,1,0.00
1048,4,65.0,2,18.00
1049,2,60.0,1,0.00
1050,4,56.0,2,15.00
1051,2,54.0,1,0.00
1052,2,35.0,2,17.00
1053,9,45.0,1,25.00
1054,2,65.0,1,0.00
1055,7,80.0,4,20.00
1056,3,99.0,2,22.00
1057,4,55.0,2,25.00
1058,4,50.0,2,20.00
1059,4,80.0,1,0.00
1060,2,57.0,2,15.00
1061,2,55.0,1,0.00
1062,2,50.0,1,0.00
1063,2,90.0,1,0.00
1064,5,112.0,5,28.00
1065,2,35.0,1,0.00
1066,8,204.0,1,0.00
1067,3,57.0,2,18.00
1068,4,90.0,2,15.00
1069,4,110.0,2,35.00
1070,4,295.0,1,50.00
1071,2,40.0,1,30.00
1072,4,80.0,2,20.00
1073,5,66.0,2,10.00
1074,5,110.0,5,10.00
1075,4,999.0,1,0.00
1076,4,160.0,1,0.00
1077,1,20.0,1,10.00
1078,2,95.0,2,15.00
1079,8,59.0,4,17.00
1080,4,65.0,2,20.00
1081,4,75.0,2,12.00
1082,2,65.0,1,0.00
1083,2,60.0,1,0.00
1084,1,32.0,1,0.00
1085,4,40.0,2,20.00
1086,3,60.0,1,0.00
1087,3,31.0,2,20.00
1088,2,59.0,2,30.00
1089,4,95.0,2,20.00
1090,2,46.0,1,0.00
1091,5,63.0,1,0.00
1092,2,60.0,2,0.00
1093,2,75.0,1,0.00
1094,1,35.0,1,0.00
1095,2,25.0,1,6.00
1096,6,145.0,1,0.00
1097,2,65.0,1,0.00
1098,2,40.0,1,10.00
1099,2,70.0,1,0.00
1100,4,120.0,4,25.00
1101,4,62.0,1,0.00
1102,5,67.0,1,37.00
1103,2,25.0,1,15.00
1104,2,49.0,1,0.00
1105,5,79.0,2,10.00
1106,4,59.0,2,0.00
1107,2,60.0,1,0.00
1108,4,999.0,1,0.00
1109,4,999.0,1,0.00
1110,4,999.0,1,0.00
1111,4,999.0,1,0.00
1112,4,999.0,1,0.00
1113,4,120.0,2,25.00
1114,6,250.0,1,0.00
1115,2,45.0,2,0.00
1116,3,75.0,2,50.00
1117,4,62.0,2,20.00
1118,4,73.0,1,0.00
1119,4,75.0,1,0.00
1120,6,99.0,1,0.00
1121,2,45.0,1,0.00
1122,2,60.0,1,0.00
1123,2,71.0,1,17.00
1124,8,35.0,1,15.00
1125,4,95.0,2,50.00
1126,2,95.0,1,0.00
1127,2,25.0,1,0.00
1128,2,45.0,1,0.00
1129,2,70.0,1,0.00
1130,6,149.0,4,25.00
1131,1,26.0,1,0.00
1132,3,85.0,2,10.00
1133,4,89.0,1,0.00
1134,2,120.0,2,50.00
1135,2,23.0,1,0.00
1136,2,40.0,1,0.00
1137,4,35.0,1,0.00
1138,4,42.0,1,0.00
1139,8,200.0,1,0.00
1140,2,35.0,1,0.00
1141,2,100.0,2,30.00
1142,3,35.0,2,10.00
1143,5,150.0,5,20.00
1144,2,50.0,2,10.00
1145,2,82.0,1,0.00
1146,2,100.0,2,0.00
1147,2,50.0,1,0.00
1148,4,75.0,2,15.00
1149,3,100.0,2,0.00
1150,3,45.0,2,4.00
1151,3,165.0,1,30.00
1152,4,99.0,1,0.00
1153,2,70.0,1,0.00
1154,2,66.0,1,0.00
1155,2,33.0,1,10.00
1156,2,109.0,2,0.00
1157,2,99.0,2,0.00
1158,1,72.0,1,0.00
1159,2,55.0,1,0.00
1160,2,75.0,1,0.00
1161,6,140.0,4,50.00
1162,2,45.0,1,10.00
1163,4,74.0,1,0.00
1164,2,50.0,2,10.00
1165,2,39.0,1,0.00
1166,5,115.0,3,10.00
1167,3,29.0,4,8.00
1168,2,30.0,1,0.00
1169,3,85.0,2,10.00
1170,8,590.0,1,0.00
1171,6,59.0,4,5.00
1172,2,120.0,1,0.00
1173,2,140.0,1,0.00
1174,2,90.0,1,0.00
1175,2,58.0,1,0.00
1176,2,60.0,1,10.00
1177,4,100.0,1,0.00
1178,2,100.0,2,15.00
1179,2,40.0,1,5.00
1180,2,55.0,1,0.00
1181,2,120.0,1,0.00
1182,2,55.0,1,0.00
1183,2,54.0,1,0.00
1184,2,39.0,1,0.00
1185,2,39.0,1,0.00
1186,4,53.0,1,0.00
1187,6,104.0,6,10.00
1188,6,84.0,6,10.00
1189,4,75.0,4,10.00
1190,3,45.0,2,0.00
1191,16,33.0,1,33.00
1192,2,65.0,1,0.00
1193,2,59.0,1,0.00
1194,14,400.0,8,30.00
1195,2,38.0,2,0.00
1196,2,45.0,1,0.00
1197,3,74.0,1,0.00
1198,4,99.0,2,30.00
1199,1,26.0,1,0.00
1200,3,49.0,2,20.00
1201,2,50.0,1,0.00
1202,4,85.0,4,10.00
1203,4,95.0,2,20.00
1204,4,115.0,1,30.00
1205,5,175.0,1,0.00
1206,4,40.0,2,18.00
1207,2,150.0,1,0.00
1208,2,80.0,2,10.00
1209,1,18.0,1,0.00
1210,2,15.0,1,15.00
1211,2,50.0,1,0.00
1212,2,51.0,1,0.00
1213,6,195.0,1,0.00
1214,3,61.0,1,17.00
1215,4,60.0,2,12.00
1216,3,60.0,1,0.00
1217,3,60.0,1,0.00
1218,2,39.0,1,0.00
1219,2,45.0,1,0.00
1220,2,37.0,1,0.00
1221,4,150.0,1,0.00
1222,2,49.0,2,0.00
1223,6,195.0,1,0.00
1224,6,195.0,1,0.00
1225,2,46.0,1,0.00
1226,6,9.0,1,0.00
1227,5,60.0,1,0.00
1228,2,45.0,1,15.00
1229,3,49.0,1,10.00
1230,4,58.0,1,0.00
1231,1,38.0,1,0.00
1232,4,80.0,2,10.00
1233,4,89.0,2,25.00
1234,2,55.0,1,0.00
1235,6,99.0,1,0.00
1236,4,89.0,2,28.00
1237,4,60.0,2,25.00
1238,3,78.0,2,25.00
1239,2,48.0,1,10.00
1240,4,74.0,3,25.00
1241,2,70.0,1,0.00
1242,2,85.0,1,0.00
1243,2,60.0,1,0.00
1244,2,142.0,1,0.00
1245,2,85.0,1,0.00
1246,2,30.0,1,20.00
1247,2,90.0,1,0.00
1248,5,85.0,3,15.00
1249,2,60.0,1,0.00
1250,16,185.0,1,15.00
1251,4,160.0,2,15.00
1252,2,60.0,2,50.00
1253,2,65.0,1,0.00
1254,2,60.0,1,0.00
1255,4,55.0,2,20.00
1256,2,49.0,1,0.00
1257,2,70.0,2,262.00
1258,4,90.0,2,15.00
1259,3,22.0,1,20.00
1260,5,112.0,5,28.00
1261,2,22.0,1,20.00
1262,2,145.0,2,35.00
1263,3,110.0,2,0.00
1264,2,62.0,1,0.00
1265,2,44.0,1,5.00
1266,4,195.0,1,0.00
1267,6,195.0,4,20.00
1268,3,59.0,2,25.00
1269,5,149.0,1,0.00
1270,4,999.0,1,0.00
1271,2,42.0,1,0.00
1272,3,129.0,1,15.00
1273,2,45.0,1,25.00
1274,1,50.0,1,10.00
1275,4,60.0,3,8.00
1276,2,49.0,1,0.00
1277,2,70.0,1,0.00
1278,2,35.0,1,9.00
1279,2,24.0,1,0.00
1280,4,250.0,1,0.00
1281,4,89.0,1,0.00
1282,2,69.0,1,0.00
1283,4,66.0,2,18.00
1284,4,100.0,1,0.00
1285,2,60.0,1,10.00
1286,6,70.0,15,15.00
1287,2,23.0,2,0.00
1288,2,70.0,1,5.00
1289,5,110.0,2,15.00
1290,2,55.0,1,0.00
1291,6,69.0,1,0.00
1292,4,82.0,1,5.00
1293,1,17.0,5,10.00
1294,2,67.0,1,5.00
1295,4,70.0,1,10.00
1296,7,150.0,4,20.00
1297,6,100.0,1,0.00
1298,2,38.0,1,0.00
1299,5,80.0,4,0.00
1300,4,140.0,1,0.00
1301,5,79.0,2,10.00
1302,4,68.0,1,0.00
1303,4,62.0,1,0.00
1304,2,69.0,1,0.00
1305,2,22.0,1,20.00
1306,6,80.0,2,20.00
1307,5,95.0,3,12.00
1308,2,60.0,1,0.00
1309,1,22.0,1,0.00
1310,1,20.0,1,15.00
1311,16,49.0,1,18.00
1312,4,100.0,4,15.00
1313,2,84.0,1,0.00
1314,4,95.0,1,0.00
1315,9,210.0,1,0.00
1316,6,135.0,1,0.00
1317,2,85.0,1,0.00
1318,2,45.0,1,0.00
1319,2,60.0,2,50.00
1320,2,30.0,1,10.00
1321,2,43.0,2,15.00
1322,2,65.0,1,0.00
1323,8,116.0,1,0.00
1324,1,25.0,1,0.00
1325,3,30.0,1,0.00
1326,2,42.0,2,0.00
1327,2,69.0,1,0.00
1328,4,95.0,1,0.00
1329,6,135.0,1,0.00
1330,2,49.0,1,0.00
1331,2,45.0,1,19.00
1332,3,22.0,1,20.00
1333,1,350.0,1,0.00
1334,2,60.0,1,0.00
1335,4,90.0,1,0.00
1336,4,130.0,1,0.00
1337,2,59.0,1,0.00
1338,2,69.0,1,0.00
1339,4,52.0,2,21.00
1340,8,99.0,1,16.00
1341,4,79.0,1,15.00
1342,2,44.0,2,15.00
1343,4,71.0,3,25.00
1344,1,35.0,1,30.00
1345,2,28.0,1,15.00
1346,1,75.0,1,0.00
1347,2,119.0,1,0.00
1348,8,35.0,1,15.00
1349,6,145.0,4,20.00
1350,2,39.0,1,6.00
1351,2,30.0,1,0.00
1352,2,79.0,1,0.00
1353,2,29.0,1,25.00
1354,2,95.0,1,10.00
1355,4,90.0,1,0.00
1356,2,45.0,1,0.00
1357,2,30.0,1,0.00
1358,6,120.0,1,0.00
1359,5,59.0,1,25.00
1360,2,55.0,1,0.00
1361,2,60.0,2,50.00
1362,2,45.0,1,0.00
1363,2,69.0,1,0.00
1364,2,65.0,1,0.00
1365,2,70.0,1,0.00
1366,2,85.0,1,0.00
1367,2,65.0,1,0.00
1368,4,93.0,1,40.00
1369,2,36.0,1,0.00
1370,3,56.0,2,25.00
1371,6,56.0,2,15.00
1372,4,45.0,1,5.00
1373,2,50.0,1,0.00
1374,2,120.0,1,0.00
1375,4,190.0,1,0.00
1376,2,30.0,1,0.00
1377,1,15.0,1,0.00
1378,4,89.0,1,0.00
1379,2,68.0,1,0.00
1380,2,90.0,1,0.00
1381,2,55.0,1,0.00
1382,5,69.0,2,22.00
1383,4,55.0,2,25.00
1384,3,60.0,1,0.00
1385,6,135.0,4,35.00
1386,8,129.0,1,0.00
1387,5,95.0,2,30.00
1388,4,205.0,1,0.00
1389,10,155.0,1,0.00
1390,2,75.0,1,0.00
1391,9,161.0,8,28.00
1392,6,110.0,4,20.00
1393,6,70.0,2,20.00
1394,4,65.0,1,0.00
1395,3,55.0,2,25.00
1396,1,45.0,1,0.00
1397,2,60.0,1,0.00
1398,4,49.0,2,17.00
1399,2,24.0,1,9.00
1400,2,60.0,1,0.00
1401,8,89.0,2,20.00
1402,3,40.0,2,20.00
1403,3,40.0,2,20.00
1404,4,80.0,2,10.00
1405,2,40.0,1,0.00
1406,3,24.0,1,9.00
1407,1,15.0,1,0.00
1408,2,44.0,1,5.00
1409,2,80.0,1,0.00
1410,3,35.0,1,15.00
1411,2,70.0,1,0.00
1412,2,60.0,1,0.00
1413,4,65.0,2,15.00
1414,3,145.0,1,0.00
1415,2,25.0,1,15.00
1416,5,90.0,3,0.00
1417,2,79.0,1,0.00
1418,4,69.0,1,0.00
1419,2,50.0,1,0.00
1420,2,105.0,1,0.00
1421,2,38.0,1,0.00
1422,2,75.0,1,0.00
1423,2,75.0,1,0.00
1424,2,77.0,2,40.00
1425,3,56.0,2,10.00
1426,2,39.0,1,0.00
1427,6,80.0,2,22.00
1428,1,49.0,1,23.00
1429,2,52.0,1,0.00
1430,11,67.0,2,39.00
1431,2,85.0,1,0.00
1432,2,60.0,2,8.00
1433,4,150.0,1,0.00
1434,2,100.0,2,20.00
1435,7,300.0,1,10.00
1436,4,60.0,1,0.00
1437,4,56.0,1,0.00
1438,4,146.0,1,0.00
1439,4,65.0,2,20.00
1440,3,35.0,1,0.00
1441,2,38.0,1,0.00
1442,3,35.0,1,0.00
1443,2,38.0,1,0.00
1444,4,95.0,1,0.00
1445,2,38.0,1,0.00
1446,2,85.0,1,0.00
1447,2,65.0,1,0.00
1448,3,50.0,1,0.00
1449,4,80.0,1,0.00
1450,5,90.0,3,18.00
1451,2,50.0,1,0.00
1452,2,47.0,2,30.00
1453,4,55.0,1,20.00
1454,2,62.0,1,0.00
1455,4,68.0,1,15.00
1456,5,68.0,4,10.00
1457,2,96.0,1,0.00
1458,4,126.0,1,0.00
1459,2,102.0,1,0.00
1460,4,190.0,1,0.00
1461,4,60.0,2,20.00
1462,2,40.0,2,5.00
1463,4,93.0,2,40.00
1464,4,93.0,2,40.00
1465,4,93.0,2,40.00
1466,4,119.0,1,0.00
1467,2,28.0,1,11.00
1468,4,90.0,2,0.00
1469,4,99.0,1,0.00
1470,2,75.0,1,5.00
1471,4,99.0,1,0.00
1472,4,99.0,1,0.00
1473,4,99.0,1,0.00
1474,5,75.0,5,10.00
1475,4,27.0,1,10.00
1476,4,100.0,2,15.00
1477,4,65.0,2,22.00
1478,2,25.0,1,10.00
1479,5,149.0,1,0.00
1480,9,250.0,2,10.00
1481,4,55.0,2,10.00
1482,4,69.0,1,0.00
1483,12,160.0,8,15.00
1484,4,99.0,1,0.00
1485,2,70.0,1,0.00
1486,2,89.0,1,0.00
1487,2,80.0,1,0.00
1488,6,119.0,1,0.00
1489,2,34.0,1,0.00
1490,2,45.0,1,0.00
1491,4,230.0,1,10.00
1492,3,150.0,1,0.00
1493,4,284.0,2,0.00
1494,4,284.0,2,0.00
1495,4,284.0,2,0.00
1496,4,284.0,2,0.00
1497,4,120.0,2,15.00
1498,4,284.0,2,0.00
1499,4,284.0,2,0.00
1500,4,75.0,2,5.00
1501,4,95.0,1,0.00
1502,4,284.0,2,0.00
1503,4,284.0,2,0.00
1504,4,284.0,2,0.00
1505,4,284.0,2,0.00
1506,4,284.0,2,0.00
1507,4,284.0,2,0.00
1508,4,300.0,2,0.00
1509,4,300.0,2,0.00
1510,3,284.0,2,0.00
1511,4,95.0,3,35.00
1512,3,90.0,3,15.00
1513,2,65.0,1,0.00
1514,6,90.0,4,10.00
1515,4,65.0,1,0.00
1516,3,95.0,1,0.00
1517,2,70.0,1,0.00
